128.621368;198.799286
128.442734;198.558578
128.264099;198.317871
128.085464;198.077164
127.906830;197.836456
127.728195;197.595749
127.549561;197.355042
127.370926;197.114334
127.192291;196.873627
127.013657;196.632919
126.835022;196.392212
126.656387;196.151505
126.477753;195.910797
126.299118;195.670090
126.120453;195.429398
125.942474;195.188187
125.765266;194.946396
125.589531;194.703522
125.414818;194.459915
125.241974;194.214951
125.070549;193.968979
124.900497;193.722046
124.732445;193.473740
124.566299;193.224136
124.403275;192.972443
124.242615;192.719223
124.085991;192.463455
123.932594;192.205719
123.784195;191.945068
123.638664;191.682785
123.495735;191.419083
123.352997;191.155273
123.210358;190.891403
123.067719;190.627533
122.925079;190.363663
122.782440;190.099792
122.639801;189.835922
122.497162;189.572052
122.354523;189.308182
122.211884;189.044312
122.069244;188.780441
121.926605;188.516571
121.783966;188.252701
121.641327;187.988831
121.498688;187.724960
121.357300;187.460403
121.217285;187.195114
121.080544;186.928116
120.947388;186.659302
120.821945;186.386795
120.703522;186.111176
120.597191;185.830658
120.499382;185.547058
120.414513;185.259323
120.342468;184.968109
120.280693;184.674545
120.223679;184.380020
120.171295;184.084625
120.121895;183.788727
120.073624;183.492645
120.026276;183.196426
119.979279;182.900162
119.932640;182.603867
119.886032;182.307556
119.839424;182.011246
119.792816;181.714935
119.746124;181.418640
119.699371;181.122360
119.652443;180.826111
119.605331;180.529892
119.558189;180.233673
119.511047;179.937454
119.463905;179.641235
119.416763;179.345016
119.369621;179.048798
119.322479;178.752579
119.275337;178.456360
119.228195;178.160141
119.181053;177.863922
119.213448;177.565796
119.246376;177.267731
119.279549;176.969696
119.313210;176.671707
119.346901;176.373718
119.380623;176.075745
119.414497;175.777786
119.448669;175.479858
119.483246;175.181976
119.518059;174.884125
119.553200;174.586304
119.588631;174.288528
119.624260;173.990768
119.659859;173.693008
119.694748;173.395157
119.729309;173.097260
119.763870;172.799362
119.798431;172.501465
119.832993;172.203568
119.867554;171.905670
119.902115;171.607773
119.936676;171.309875
119.971237;171.011978
120.005798;170.714081
120.040359;170.416183
120.074883;170.118286
120.109406;169.820389
120.144768;169.522598
120.181137;169.224930
120.219383;168.927505
120.259232;168.630295
120.301491;168.333405
120.345528;168.036774
120.393951;167.740829
120.444443;167.445236
120.497742;167.150131
120.552635;166.855316
120.609444;166.560867
120.667252;166.266617
120.726440;165.972641
120.786575;165.678848
120.848495;165.385437
120.911652;165.092285
120.976532;164.799515
121.042290;164.506943
121.109306;164.214645
121.176727;163.922440
121.244385;163.630295
121.312042;163.338150
121.379700;163.046005
121.447357;162.753860
121.515015;162.461716
121.582672;162.169571
121.650360;161.877426
121.718071;161.585297
121.785782;161.293167
121.853493;161.001038
121.921204;160.708908
121.988914;160.416779
122.056625;160.124649
122.124336;159.832520
122.192047;159.540390
122.259758;159.248260
122.327469;158.956131
122.395210;158.664001
122.462952;158.371872
122.530693;158.079742
122.598434;157.787613
122.666176;157.495483
122.733917;157.203354
122.801659;156.911224
122.869400;156.619095
122.937141;156.326965
123.004852;156.034836
123.072563;155.742706
123.140221;155.450562
123.207878;155.158417
123.275414;154.866241
123.342926;154.574066
123.410286;154.281860
123.477562;153.989624
123.544724;153.697372
123.611824;153.405106
123.678925;153.112839
123.746025;152.820572
123.813095;152.528290
123.880165;152.236008
123.947235;151.943726
124.014305;151.651443
124.081314;151.359146
124.148003;151.066788
124.214386;150.774353
124.279984;150.481735
124.344910;150.188965
124.409393;149.896103
124.473099;149.603058
124.535225;149.309677
124.594742;149.015762
124.652229;148.721436
124.708656;148.426895
124.763054;148.131973
124.815384;147.836670
124.864433;147.540802
124.911644;147.244644
124.957054;146.948196
125.000916;146.651520
125.041367;146.354355
125.079079;146.056839
125.112770;145.758835
125.143784;145.460541
125.170464;145.161835
125.192093;144.862717
125.210732;144.563400
125.042946;144.314972
124.875206;144.066513
124.707466;143.818054
124.539726;143.569595
124.371986;143.321136
124.204247;143.072678
124.036507;142.824219
123.868744;142.575775
123.700981;142.327332
123.533218;142.078888
123.365456;141.830444
123.197693;141.582001
123.029930;141.333557
122.862167;141.085114
122.694405;140.836670
122.526642;140.588226
122.358833;140.339813
122.191032;140.091415
122.023178;139.843048
121.855232;139.594757
121.686913;139.346725
121.518204;139.098953
121.348488;138.851868
121.177376;138.605759
121.005127;138.360443
120.831535;138.116074
120.656479;137.872757
120.478638;137.631470
120.298828;137.391647
120.116081;137.154053
119.930565;136.918610
119.743217;136.684631
119.553520;136.452545
119.362938;136.221191
119.171310;135.990677
118.978363;135.761261
118.784195;135.532852
118.589111;135.305222
118.392998;135.078461
118.196426;134.852097
117.999496;134.626038
117.724541;134.745865
117.449570;134.865662
117.174576;134.985413
116.899582;135.105164
116.624588;135.224915
116.349594;135.344666
116.074600;135.464417
115.799606;135.584167
115.524628;135.703949
115.249649;135.823730
114.974701;135.943588
114.699905;136.063797
114.425407;136.184677
114.151672;136.307266
113.878654;136.431442
113.607002;136.558578
113.336403;136.687943
113.067467;136.820724
112.799683;136.955826
112.533829;137.094681
112.269348;137.236130
112.006271;137.380173
111.745308;137.528015
111.485809;137.678406
111.228546;137.832596
110.972809;137.989304
110.719368;138.149704
110.467834;138.313080
110.219910;138.481873
109.974403;138.654175
109.805649;138.902191
109.636948;139.150238
109.468391;139.398392
109.299965;139.646622
109.131760;139.895004
108.963676;140.143463
108.795593;140.391922
108.627510;140.640381
108.459480;140.888870
108.291504;141.137405
108.123596;141.385986
107.955765;141.634613
107.788132;141.883377
107.620575;142.132187
107.453117;142.381073
107.285812;142.630051
107.118683;142.879150
106.951775;143.128403
106.785042;143.377762
106.618561;143.627289
106.452278;143.876953
106.286407;144.126892
106.120979;144.377121
105.956253;144.627823
105.792252;144.878998
105.628761;145.130508
105.466255;145.382660
105.304604;145.635345
105.229752;145.925827
105.154900;146.216309
105.080048;146.506790
105.005196;146.797272
104.930374;147.087753
104.855553;147.378235
104.780731;147.668716
104.705940;147.959213
104.631149;148.249710
104.556358;148.540207
104.481567;148.830704
104.406776;149.121201
104.331985;149.411697
104.257164;149.702179
104.182343;149.992661
104.107521;150.283142
104.032700;150.573624
103.957878;150.864105
103.883026;151.154587
103.808144;151.445053
103.733231;151.735519
103.658264;152.025970
103.583206;152.316391
103.508034;152.606796
103.432632;152.897141
103.357109;153.187454
103.281067;153.477631
103.204079;153.767563
103.125092;154.056961
102.956688;154.305237
102.788506;154.553650
102.620468;154.802170
102.452866;155.050980
102.286049;155.300323
102.119675;155.549957
101.953804;155.799927
101.788101;156.050003
101.622528;156.300171
101.456932;156.550323
101.291306;156.800461
101.125679;157.050598
100.960052;157.300735
100.794426;157.550873
100.628799;157.801010
100.463173;158.051147
100.297546;158.301285
100.131897;158.551407
99.966148;158.801453
99.799789;159.051102
99.632454;159.300095
99.462662;159.547424
99.290848;159.793350
99.115776;160.036972
98.937744;160.278427
98.754044;160.515594
98.565865;160.749237
98.371063;160.977386
98.171829;161.201675
97.885315;161.290573
97.598831;161.379547
97.312370;161.468613
97.025909;161.557678
96.739471;161.646805
96.453041;161.735962
96.166618;161.825134
95.880203;161.914337
95.593750;162.003433
95.307236;162.092331
95.020508;162.180557
94.733177;162.266800
94.445305;162.351212
94.156380;162.431961
93.866661;162.509811
93.575775;162.583160
93.284126;162.653427
92.991432;162.719223
92.697807;162.780701
92.403618;162.839417
92.108788;162.894806
91.813629;162.948425
91.518051;162.999710
91.222130;163.048965
90.926033;163.097153
90.629715;163.143951
90.333290;163.190094
90.036758;163.235489
89.740166;163.280487
89.443520;163.325165
89.146873;163.369843
